_priority,_year,典藏號,題名,全宗名稱,全宗系列,本件日期,密等/解密紀錄,提供方式/地點,_matched_queries,_reason,_collection,_identifier
C,,129-150000-0872,丘克輝,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070872A,129-150000-0872
C,,129-150000-0873,史綱,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070873A,129-150000-0873
C,,129-150000-0874,陶大鏞,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070874A,129-150000-0874
C,,129-150000-0875,李則綱,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070875A,129-150000-0875
C,,129-150000-0876,聞家駟,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070876A,129-150000-0876
C,,129-150000-0877,楊榮國,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070877A,129-150000-0877
C,,129-150000-0878,楊一政,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070878A,129-150000-0878
C,,129-150000-0879,胡一聲,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070879A,129-150000-0879
C,,129-150000-0880,儲一石,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070880A,129-150000-0880
C,,129-150000-0882,李俊昌,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列十五 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000070882A,129-150000-0882
C,,129-200000-0650,魏均沛,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟,無民盟直接命中，剔除,129000095650A,129-200000-0650
C,,129-200000-3548,柳亞子,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟; 政治協商會議,無民盟直接命中，剔除,129000098548A,129-200000-3548
C,,129-230000-2201,周鯨文,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二十三 / /,,普通,數位檔／臺北閱覽室,中國民主同盟; 民主同盟; 民盟,無民盟直接命中，剔除,129000112201A,129-230000-2201
C,1945,148-010400-0001,軍事委員會調查統計局工作檢討及工作計畫,軍情局（抗戰時期數位檔）,軍情局（抗戰時期數位檔） / 總類 / 工作計畫 /,,普通 / 民國99年9月21日國報陸研字第0990005216號函已解密,數位檔／線上閱覽,中國民主同盟; 民主同盟,無民盟直接命中，剔除,148000000015A,148-010400-0001
A,1946,002-010400-00002-010,蔣中正電令黃旭初速取締桂省民主同盟造謠挑撥者,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 戡亂時期 /,1946/05/20 ~ 1946/05/20,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000252A,002-010400-00002-010
A,1947,002-010400-00006-034,蔣中正電示張嘉璈瀋陽中央分行韓立如為民主同盟重要分子即調換,蔣中正總統文物,蔣中正總統文物/ 籌筆 / 戡亂時期 /,1947/09/05 ~ 1947/09/05,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000256A,002-010400-00006-034
A,1945,002-020300-00050-104,戴笠呈蔣中正民主同盟分子左舜生張君勱擬從事調解國共糾紛,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 抗戰時期 /,1945/05/24 ~ 1945/05/24,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000404A,002-020300-00050-104
A,1945,002-020300-00050-106,戴笠呈蔣中正有關赫爾利曾召民主同盟張申府董時進談話要點,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 抗戰時期 /,1945/06/30 ~ 1945/06/30,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000404A,002-020300-00050-106
A,1945,002-020400-00003-032,錢大鈞戴笠呈蔣中正中共與民主同盟對中樞擬設戰時政務委員會態度,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1945/01/20 ~ 1945/01/20,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000407A,002-020400-00003-032
A,1945,002-020400-00003-067,錢大鈞等呈蔣中正據報毛澤東派徐冰向民主同盟方面轉達來渝動機與態度,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1945/08/31 ~ 1945/08/31,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000407A,002-020400-00003-067
A,1947,002-020400-00004-088,保密局呈蔣中正中共與民主同盟對馬歇爾離華及任國務卿之反應,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/01/17 ~ 1947/01/17,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000408A,002-020400-00004-088
A,1946,002-020400-00007-074,陳布雷呈蔣中正與民主同盟青年黨及無黨派代表會談大略,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1946/10/31 ~ 1946/10/31,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000411A,002-020400-00007-074
A,1947,002-020400-00007-103,保密局呈蔣中正民主同盟對美軍撤離中國及軍事調處執行總部結束事之觀察,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/02/16 ~ 1947/02/16,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000411A,002-020400-00007-103
A,1947,002-020400-00009-132,保密局呈蔣中正中共及民主同盟企圖組織華南民主聯軍推李杜為總司令,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/01/13 ~ 1947/01/13,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000413A,002-020400-00009-132
A,1947,002-020400-00010-034,王世杰電蔣中正胡適謂中共民主同盟現方集中對彼攻擊,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/02/24 ~ 1947/02/24,普通 / 外交部民國106年1月26日外資電史字第10600008320號函註銷密等,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000414A,002-020400-00010-034
A,1947,002-020400-00010-049,張羣呈蔣中正民主同盟張瀾函請承認民主同盟之合法地位,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/05/14 ~ 1947/05/14,普通,數位檔／線上閱覽,民主同盟; 張瀾,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000414A,002-020400-00010-049
A,1948,002-020400-00010-099,保密局呈蔣中正港英政府對民主同盟分子干涉情形,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1948/05/06 ~ 1948/05/06,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1948 + 國家核心全宗,002000000414A,002-020400-00010-099
A,1947,002-020400-00011-011,保密局呈蔣中正中共利用民主同盟拉攏各派供給經費組民主統一陣線,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/04/11 ~ 1947/04/11,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000415A,002-020400-00011-011
A,1947,002-020400-00011-053,軍務局呈蔣中正民主同盟京滬重要人員被監視後多已逃匿,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/10/27 ~ 1947/10/27,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000415A,002-020400-00011-053
A,1948,002-020400-00011-101,保密局呈蔣中正有關張瀾黃炎培羅隆基等函示民主同盟港方左傾分子意見,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1948/06/07 ~ 1948/06/07,普通,數位檔／線上閱覽,民主同盟; 張瀾; 羅隆基,題名直接命中「民主同盟」+ 核心時段 1948 + 國家核心全宗,002000000415A,002-020400-00011-101
A,1948,002-020400-00011-127,俞濟時呈蔣中正謂李濟琛與毛澤東勾結情況民主同盟謀破壞美援,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1948/10/19 ~ 1948/10/19,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1948 + 國家核心全宗,002000000415A,002-020400-00011-127
A,1947,002-020400-00019-013,祝紹周電蔣中正西北民主同盟分子杜斌丞與中共勾結情形,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/04/17 ~ 1947/04/17,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000423A,002-020400-00019-013
A,1947,002-020400-00019-095,祝紹周電蔣中正民主同盟分子杜斌丞密謀響應共軍暴動經於七日槍決,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1947/10/05 ~ 1947/10/05,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000423A,002-020400-00019-095
A,1946,002-020400-00034-088,李承晚電蔣中正請以本人名義存入美元及霍奇已承認南韓民主同盟,蔣中正總統文物,蔣中正總統文物/ 革命文獻 / 戡亂時期 /,1946/02/15 ~ 1946/02/15,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000438A,002-020400-00034-088
C,1945,002-060100-00196-016,蔣中正蒞軍委會幹部訓練團以青年遠征軍編練之特質與教育要項為題訓話及與潘文華談話告誡軍官將領切勿接近政客與共匪以免圖供利用與造謠之資適足以自害而害國又接見王世杰知左舜生與,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1945/01/16 ~ 1945/01/16,普通,數位檔／線上閱覽,民主同盟,無民盟直接命中，剔除,002000000676A,002-060100-00196-016
A,1945,002-060100-00200-001,蔣中正接何應欽電陳據湯恩伯稱敵三十四師團主力由新寧竄抵梅口有續犯芷江企圖我已令第九十四軍歸李玉堂指揮集結積極進出綏寧以北攻敵側背又據戴笠報稱民主同盟因國民參…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1945/05/01 ~ 1945/05/01,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000680A,002-060100-00200-001
A,1945,002-060100-00200-030,蔣中正電孔祥熙前囑宋子文抵美以舊金山會議急促乃囑席德懋轉達一切美財政經濟等未了諸事不如託交子文負責請兄回國襄助以免事出兩歧另戴笠呈情報稱民主同盟常委會決以左…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1945/05/30 ~ 1945/05/30,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000680A,002-060100-00200-030
A,1945,002-060100-00202-001,蔣中正接宋子文電如接洽各事一切順利擬向蘇聯提出軍火租借案又接戴笠電據報美大使赫爾利曾召民主同盟份子張申府董時進談話且美軍機一架載黃炎培左舜生傅斯年等人自九龍…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1945/07/01 ~ 1945/07/01,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1945 + 國家核心全宗,002000000682A,002-060100-00202-001
A,1946,002-060100-00216-017,鄭介民電蔣中正張家口第五小組被共方扣留我方已提出嚴重抗議並建議撤回北平，馬歇爾謁蔣中正謂周恩來致備忘錄三件要求共黨與民主同盟須於國民政府委員名單佔有十四席方…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/09/17 ~ 1946/09/17,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000696A,002-060100-00216-017
A,1946,002-060100-00218-005,蔣中正接見傅涇波聽其報告共黨與民主同盟最近之態度並接見吳鐵城邵力子等聽取彼等報告與各黨派商談情形並表示政府深望與共方恢復商談惟應以何方式進行須加考慮等，行政…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/11/05 ~ 1946/11/05,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000698A,002-060100-00218-005
A,1946,002-060100-00218-012,蔣中正接見張嘉璈聽其報告民社黨民主同盟代表動向又聞張君勱赴滬召集民社黨人士會商參加國民大會即囑張嘉璈赴滬促其返京免於在滬受共黨包圍動搖其志另得孫科報告今日下…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1946/11/12 ~ 1946/11/12,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1946 + 國家核心全宗,002000000698A,002-060100-00218-012
A,1947,002-060100-00226-024,蔣中正接熊式輝呈報匪將再度發動攻勢請補充新兵撥購糧券幣後批示飭國防部限期將新兵運至東北交接及批閱關於民主同盟對魏德邁來華擬出而領導民間勢力之報告稱民盟之言論…,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1947/07/24 ~ 1947/07/24,普通,數位檔／線上閱覽,民主同盟; 民盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000706A,002-060100-00226-024
A,1947,002-060100-00227-006,蔣中正指示顧祝同加緊隴海路部署並接見司徒雷登商談顧問團權責問題，中央常務委員會決議李濟琛在港擅發宣言鼓動民變予以開除黨籍並通過各級黨團統一組織實施辦法，民主同盟,蔣中正總統文物,蔣中正總統文物/ 文物圖書 / 稿本（一） /,1947/08/06 ~ 1947/08/06,普通,數位檔／線上閱覽,民主同盟,題名直接命中「民主同盟」+ 核心時段 1947 + 國家核心全宗,002000000707A,002-060100-00227-006
