_matched_queries,題名,典藏號,全宗號,全宗名稱,全宗系列,隸屬卷名/件號,本件日期,卷件開始日期,卷件結束日期,密等,密等/解密紀錄,隱私問題,提供方式/地點,閱覽方式,數位化,應用限制,_collection,_identifier,入藏登錄號,內容描述,卷名,本卷日期,檔案年代,檔案系列,申請序號,相關人員,相關地點,調閱參照,資料類型,關鍵詞組
中國民主同盟; 民主同盟; 民盟; 張瀾; 沈鈞儒; 羅隆基; 章伯鈞,葉鎮宇函蔣中正中國民主同盟聽取黃炎培等報告赴延安與共黨毛澤東晤談及受歡迎情形暨民盟之立場等,002-080200-00301-070,002,蔣中正總統文物,蔣中正總統文物/ 特交檔案 / 一般資料 /,一般資料—民國三十四年 （一）,1945/07/07 ~ 1945/07/07,1945/07/07,1945/07/07,普通,普通,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,002000001690A,002-080200-00301-070,002000001690A,葉鎮宇函蔣中正中國民主同盟聽取黃炎培等報告赴延安與共黨毛澤東晤談及受歡迎情形暨民盟之立場等,一般資料—民國三十四年 （一）,,1945民國34年,蔣中正總統文物/特交檔案/一般資料/,002000001690A002-080200-00301-070,冷遹，劉清揚，史良，左舜生，張瀾，張申府，沈鈞儒，章伯鈞，羅隆基,陝西-延安，雲南-昆明，重慶,002000001690A002-080200-00301-070,文件,軍事-情報，政治-中國共產黨與中共政權
中國民主同盟; 民主同盟,北平軍委分會電蔣中正號稱正義救國自治軍之豐台亂匪其策動總機關為中國民主同盟會位在天津日租界及永安堡果家灣匪三百餘人首領石友六蔡石河之匪首領汪敏儒,002-090300-00123-361,002,蔣中正總統文物,蔣中正總統文物/ 特交文電 / 共匪禍國 / 共匪禍國,武裝叛國 （一○○）,1935/07/04 ~ 1935/07/04,1935/07/04,1935/07/04,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,普通 / 國防部民國105年11月10日國辦文檔字第1050005267號函註銷密等,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,002000002377A,002-090300-00123-361,002000002377A,北平軍委分會電蔣中正號稱正義救國自治軍之豐台亂匪其策動總機關為中國民主同盟會位在天津日租界及永安堡果家灣匪三百餘人首領石友六蔡石河之匪首領汪敏儒,武裝叛國 （一○○）,,1935民國24年,蔣中正總統文物/特交文電/共匪禍國/共匪禍國,002000002377A002-090300-00123-361,張海交，楊午橋，植田正秋,天津，察哈爾-延慶，熱河-灤平,002000002377A002-090300-00123-361,文件,軍事-情報
中國民主同盟; 民主同盟; 政治協商會議,保護馬來亞（馬來西亞）華僑（二）,020-010607-0014,020,外交部,外交部/ 亞東太平洋司 / 馬來西亞 / 僑務,保護馬來亞（馬來西亞）華僑（二）,,1945/11/12,1947/01/06,普通 / 外交部98年2月17日外檔資一字第09801013150號函註銷密等,普通 / 外交部98年2月17日外檔資一字第09801013150號函註銷密等,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,020000000333A,020-010607-0014,020000000333A,英屬馬來亞華僑報館及新聞人員遭地方當局處罰案，向馬來亞當局交涉停止排華暴行以確保馬來亞華僑生命財產安全事，向英方交涉發還華僑被日軍沒收之馬來亞各地工礦業事，馬來亞吉蘭丹州華僑遭當地巫人屠殺案，馬來亞霹靂州安順與峇眼達都之間華人遭當地武裝土人殺害事等,保護馬來亞（馬來西亞）華僑（二）,1945/11/12 ~ 1947/01/06,1945民國34年,外交部/亞東太平洋司/馬來西亞/僑務,020000000333A020-010607-0014,王世杰，甘乃光，劉鍇，吳南如，錢天華，許孟雄，吳鼎昌，蔣中正，杜魯門，蔣夢麟，陳樹人，馮衍，陳洪明，張學良，何葆仁，賀恩，伍伯勝，鄭桂聲，李能梗，葉鴻儀，馬奇傑，盧成，甘曼斯，陳榮芳，粘東生，俞培均，章謙，尼赫魯，黃重吉，曹堯輝，葉公超，楊登程，鄺達，余壽浩，李廷弼，淩其翰,馬來西亞-怡保，馬來西亞-吉隆坡，馬來西亞-霹靂，馬來西亞-雪蘭莪，馬來西亞-太平，馬來西亞-森美蘭，馬來西亞-柔佛，馬來西亞-下巴亨，新加坡，馬來西亞-吉蘭丹，馬來西亞-安順，馬來西亞-峇眼達都，印尼-蘇門答臘，馬來西亞-哥打巴魯，馬來西亞-峇株巴轄，馬來西亞-山打根，馬來西亞-亞庇，馬來西亞-古晉，馬來西亞-詩巫，印尼-爪哇，馬來西亞-加影，馬來西亞-彭亨，馬來西亞-古達，馬來西亞-麻坡，馬來西亞-麻六甲，馬來西亞-吉打,020000000333A020-010607-0014,文件,國民政府，英國駐華大使館，駐英大使館，行政院秘書處，僑務委員會，國民政府軍事委員會軍令部，中國國民黨中央執行委員會，交通部國際電台，中國民主同盟出席政治協商會議代表團辦事處，駐檳榔嶼領事館，駐新加坡總領事館，國民參政會，駐吉隆坡領事館，駐山打根領事館，中國回教協會
中國民主同盟; 民主同盟; 民盟,中緬共黨活動,020-011108-0002,020,外交部,外交部/ 亞東太平洋司 / 緬甸 / 國際共黨活動與中共動態,中緬共黨活動,,1948/03/15,1949/09/27,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,020000000595A,020-011108-0002,020000000595A,外交部、駐雲南特派員公署、國防部為雲南警保處檢送緬甸獨立情形與越南法越戰爭狀況情報、中共青幫在雲南緬甸邊區活動情形、中共潛入緬甸境內並在雲南省干崖（KANGAI）盞達（SANTA）昔馬關（SINAPA）土司境內集中、雲南邊區中共活動情形等中緬共黨活動相關文電,中緬共黨活動,1948/03/15 ~ 1949/09/27,1948民國37年,外交部/亞東太平洋司/緬甸/國際共黨活動與中共動態,020000000595A020-011108-0002,尹葆宇，袁子健，王占祺，亞藍(張增光)，李德光，王方雄，王世杰，劉師舜，葉公超，陳慶雲，凃允檀，甘乃光，黃正銘，白崇禧，張紀培，何應欽，朱克亮，帥樹勛，鄭介民，段英，朱家璧，何現龍，張金德，德欽梭，德欽丹頓，德欽登帕，朱英，盧漢，莊海泉，黃則山，蕭剛，魯鋒，吳鐵城，董霖，李國清，黃坤治，李伯熊，艾天道，邢詒權，洪義勝，周書楷，歐陽汝成(李文淵)，何紹周，熊占甲，鄭文芬，周尚華，波欽(Bogin),南京，英國-倫敦，越南-福安，越南-永安，越南-河內，重慶，雲南-畹町，緬甸-九谷，緬甸-木姐，緬甸-南坎，雲南-班洪，緬甸-班弄，緬甸-仰光，印度-加爾各答，泰國-曼谷，雲南-干崖，雲南-盞達，雲南-昔馬關，雲南-大姚，雲南-永仁，雲南-騰衝，雲南-龍陵，雲南-瑞麗，雲南-隴川，雲南-保山，廣州，緬甸-呂威吉,020000000595A020-011108-0002,文件,英緬移交政權協定，越盟，取締哥老會實施辦法，行政院，中緬南段議定界，東南亞青年大會，總統府第三局，中國學聯會，駐緬甸大使館，雲南省政府，中央通訊社，中國民主同盟(民盟)，蘇聯，防共情報，仰光國民日報，雲南警備總司令部
中國民主同盟; 民主同盟,交通雜件,020-041106-0076,020,外交部,外交部/ 歐洲司 / 英國 / 交通電信,交通雜件,,1940/10/11,1948/11/20,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,無隱私,數位檔／線上閱覽,數位檔／線上閱覽,已數位化,,020000003702A,020-041106-0076,020000003702A,國民政府軍事委員會委員長侍從室有關日本外交文件逃避緬甸檢查情形、日緬航空協定談判情形情報，航空委員會、外交部、駐仰光總領事館有關在仰光裝配新機注意加裝加油箱及向英大使交涉新機在仰裝配如有不便時運至密支那裝配並訓練起落、遠東戰事爆發後中國航空飛機不飛仰光影響工作請商交通部恢復重慶仰光航線事文電，英國駐華大使館為雲南省政府限制昆明英商怡和洋行使用轎車一輛請轉洽對於車輛限制重加考慮事文件，外交部駐廣東廣西特派員公署香港辦事處、外交部有關粵漢鐵號管理局委記宇通公司經理嚴兩生調查鐵路軌科在澳大利亞出口情形請予協助、香港船政署函詢新英平輪在青島附近擱淺並擬派船前往救助事文件等,交通雜件,1940/10/11 ~ 1948/11/20,1940民國29年,外交部/歐洲司/英國/交通電信,020000003702A020-041106-0076,陳布雷，李鐵錚，王占祺，陳維城，郭德華，伍伯勝，A.D.Plggott，G.C.D.Wheeler，D.W.Burnett-Rae.，周玉柔，戴安國，史達林，羅家倫，翁文灝，鄭天錫，嚴兩生,廣東，廣西，南京，加爾各答，巴里斯坦，九龍城，新嘉坡，印度，蘭州，嘉峪關，西藏，拉薩，山丹，新德里，天津，丹麥，上海,020000003702A020-041106-0076,文件,兩儀公司，航空委員會，大金沙江，駐約翰尼斯堡總領事，長江浦口，海軍總司令部，聯合勤務總司令部，駐新加坡總領事，皇家空軍飛行員，空軍總司令部，中國民主同盟，惠安實業公司，交通部民用航空局，航空技術人員，駐加大使館，駐英大使館，駐美大使館，駐法大使館，甘肅省府，空軍總部，台灣省政府，高雄港務局，布袋港，白銀丸，伶仃島，香港府政司，廣州航政局，張掖機場，行政院，怡和洋行，福來洋行，美孚洋行，捷成洋行，百利洋行，中國航運公司
中國民主同盟; 民主同盟,國際慶弔（十五）,020-101700-0151,020,外交部,外交部/ 禮賓司 / 外國慶弔 /,國際慶弔（十五）,,1943/12/31,1955/01/28,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,普通 / 外交部98年3月31日外檔資一字第09837001700號函註銷密等,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,020000006233A,020-101700-0151,020000006233A,駐泰國大使館呈報旅泰僑胞慶祝總統蔣中正華誕情形事，駐澳門專員辦事處呈報國父孫中山夫人盧慕貞出殯儀式情形事，駐伊朗大使館呈報伊朗水災擬捐款以表關懷事，駐瓜地馬拉總領事館呈報宏都拉斯政府發生變動情形事，美國、澳大利亞、薩爾瓦多等國元首電賀新年等相關文電,國際慶弔（十五）,1943/12/31 ~ 1955/01/28,1943民國32年,外交部/禮賓司/外國慶弔/,020000006233A020-101700-0151,宋子文，吳國楨，胡世澤，陳欽仁，吳南如，沈士華，袁子健，黃叔抗，葆毅，吳澤湘，王森，葉公超，王季徵，時昭瀛，顧維鈞，孫碧奇，曾琦，許鼐，凌繼璋，歐陽南，婁子廷，羅麗曼，George VI(喬治六世)，陳崐樓，何世禮，李範奭，厲昭，俞鴻鈞，孫治平，宋慶齡，陳元屏，謝東發，胡世熙，鄭彥棻，沈昌煥，沈祖潯，Getulio Cornelles Vargas(華蓋茲)，張仲仁，Raul Fernandes(羅哈士)，劉宗翰，黃伯度，Adolfo Ruiz Cortines(柯丁尼斯)，董顯光，張羣，Izzet Aksalur(阿克薩魯爾)，陳岱礎，Jose A.Remon Cantera(李蒙)，Carlos Castillo Armas(卡斯提僂阿瑪斯)，邵挺，尹葆宇，celal Bayer(巴維爾)，芳澤謙吉，Allan Shivers(席凡思氏)，Roy Hofheinz(何福寒氏)，毛雲安，Ramon Villeda Morales(魏耶達)，Juan Manuel Galvez(卡拉維斯)，Dwight D.Eisenhower(艾森豪)，謝壽康，段茂瀾，蔣中正，孫中山，盧慕貞,印度-孟加拉，越南-河內，波蘭-華沙，南京，多明尼加-聖多明哥，上海，日本-東京，美國-華盛頓，臺北，菲律賓-馬尼拉，土耳其-伊斯坦堡，廣東-番禺，澳大利亞-雪梨，廣東-中山，美國-芝加哥，韓國-釜山，高雄，澳門，越南-西貢，香港，美國-夏威夷，美國-舊金山，美國-紐約，美國-亞特蘭大，巴西-里約熱內盧，加拿大-奧太瓦，法國-巴黎，伊朗-德黑蘭，澳大利亞-坎培拉，南非-約翰尼斯堡，韓國-漢城，紐西蘭-惠靈頓，重慶，美國-德克薩斯州，美國-霍斯敦，梵諦岡，西班牙-馬德里，希臘-雅典，義大利-羅馬,020000006233A020-101700-0151,文件,中印文化協會，中央執行委員會，中國民主同盟會，外交部駐滬辦事處，越南河內中華理事會，駐河內總領事館，駐菲律賓共和國大使館，中國青年黨，僑務委員會，駐金邊領事館，駐雪梨總領事館，中國民俗學會，土耳其國際東方學術會議，土耳其大使館，新疆同鄉會，駐加拿大大使館，駐韓大使館，國防部，總統府，澳門大西洋銀行，澳門精華報，駐法大使館，金山中華總會，駐西貢總領館，駐美大使館，中央日報，駐巴西大使館，自由中國紅十字會，瓜地馬拉民眾日報，瓜地馬拉時報，自由世界報，駐墨西哥大使館，駐巴拿馬大使館，駐約翰尼斯堡大使館，多明尼加公使館，駐惠靈頓總領館，中美洲報，駐霍斯敦領事館，駐教廷公使館
中國民主同盟; 民主同盟,華興小組剪報（二）,020-059999-0016,020,外交部,外交部/ 北美司 / 綜合 / 其他,華興小組剪報（二）,,1990/06/12,1990/12/04,普通 / 外交部108年3月28日資電史字第10836503650號函註銷密等,普通 / 外交部108年3月28日資電史字第10836503650號函註銷密等,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,020000011787A,020-059999-0016,020000011787A,民國七十九年六月十二日至十一月三十日第二二九期、二三一至二三三期、二三六至二三九期華興剪報關於海外民運紀念六四、民主中國陣線完成「戰略與策略報告書」、反共愛盟不再反共、臺北當局對臺灣主權獨立運動的反應、美東臺灣人夏令會發表聲明建立新國家制訂新憲法等新聞剪報,華興小組剪報（二）,1990/06/12 ~ 1990/12/04,1990民國79年,外交部/北美司/綜合/其他,020000011787A020-059999-0016,柴玲，陳燕妮，包柏漪，呂京花，彭明敏，蔡武雄，胡平，徐邦泰，陳興宇，陳師眾，鄧小平，陳厚琦，楊農，邱忠男，林文欽，陳金水，陳鴻榮，曾茂興，陳婉真，林麗韞，陳唐山，陳昭南，李登輝，林耀南，蔡同榮，郝柏村，章孝嚴，王炳章，鄭竹園，朱鎔基，邵玉銘，李煥，侯德健，陳映真，羅益世，洪基隆，陳定南，張士丞，郭正光，蔡正隆，王桂榮，許信良，張慶衍，劉賓雁，黃金泉，郁慕明，陳義揚，袁木，趙紫陽，董真海，明鎮華，李筱峰，姚嘉文，彭良治，李雅彥，洪奇昌，盧修一，李鵬，邱進益，鄭心雄，管惟炎，李應元，吳明基，吳啟昌，王龍文，張信行，黃玉桂，萬潤南，陳一諮，朱啟禎，陳芳明，許曹德，呂秀蓮，朱嘉明，許思可，楊尚昆，施明德，楊黃美幸,美國-舊金山，美國-洛杉磯，美國-紐約，美國-達拉斯，美國-芝加哥，美國-華盛頓，美國-休士頓，香港，臺北，美國-堪薩斯,020000011787A020-059999-0016,文件,世界日報，美東時報，臺灣公論報，太平洋時報，東方新聞報，海外民運，六四事件，天安門，臺獨，海外國是會議，臺灣人公共事務會(FAPA)，全美臺灣同鄉會，亞太民主協會，中國民主團結聯盟，全美中國學生學者自治聯合會，中國自由民主黨，臺灣獨立建國聯盟美國本部，美西夏令會，全美臺灣人權協會，紐約中華公所，美華協會，中美協會，韓戰，新聞自由導報，反共愛國聯盟，全美中國同學會，制憲運動委員會，全美臺灣客家文化基金會，中國國民黨，促進中國民主同盟，國家統一委員會，中國民主黨派海外協調會，保釣，臺灣民主基金會
中國民主同盟; 民主同盟; 民盟,高崇民,129-010000-0101,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,高崇民,,1892/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000000101A,129-010000-0101,129000000101A,高崇民（男，健國，遼寧開原）學歷：北京大學、日本明治大學經歷：東北救亡總會組織部、北平東北中學、奉天警官學校、東北邊防司令長官公署、政治設計委員會、安東省政府、中共東北各省市行政聯合辦事處、民盟東北總支部、中共最高人民法院東北分院、中共東北人民政府、中共東北司法部、中共中央人民政府、中共中國民主同盟、中共中蘇友好協會、中共東北抗美援朝總分會、中共美帝細菌戰罪行調查團第七分團、中共東北行政委員會、中華人民共和國選舉法起草委員會,高崇民,1892/00/00,1892民國前19年,軍事委員會委員長侍從室/系列一//,129000000101A129-010000-0101,王德溥，張學良,黑龍江,129000000101A129-010000-0101,文件,西安事變，九一八事變
中國民主同盟; 民主同盟; 民盟; 張瀾,鮮英,129-010000-0234,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,鮮英,,1885/04/28,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000000234A,129-010000-0234,129000000234A,鮮英（男，特生，四川西充）學歷：四川陸軍速成學校、北京陸軍大學、峨山軍官訓練團、中央訓練團黨政班經歷：川北宣慰使行署、四川省長公署警務處、陸軍第二十二師、陸軍第二師、財政部重慶銅元局、川康邊務督辦公署、陸軍第十師、重慶衛戍司令部、國民革命軍第二十一軍軍部、重慶製造廠、四川剿匪區民團總指揮部、四川省第十三區行政督察專員公署、四川省第十三區行政督察區保安司令部、新蜀報社、民盟渝支部、中國民主同盟、中共全國人民代表大會、中共四川省人民委員會,鮮英,1885/04/28,1885民國前26年,軍事委員會委員長侍從室/系列一//,129000000234A129-010000-0234,呂澤，張瀾，鍾體道，劉湘，鮮臣燦，金靜，張表方，梁漱溟，黃任之，鮮大賜，王纘緒，賀國光，王世杰,,129000000234A129-010000-0234,文件,
中國民主同盟; 民主同盟,郭則沉,129-010000-1256,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,郭則沉,,1906/01/18,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000001256A,129-010000-1256,129000001256A,郭則沉（男，陝西臨潼）學歷：陝西省立第三中學、日本大學、德國柏林政治大學、普魯斯高等警官學校、廬山暑訓團、軍委會戰幹團政訓班、中央訓練團黨政班經歷：西安綏靖公署步兵訓練班、第一七七師政訓處、軍委會政治部、陝西各界抗敵後援會、陝西教育廳、軍委會戰幹第四團、軍政部衛生用具製造廠、中共中國農工民主黨、中共中國民主同盟、中共全國人民代表大會、中共政協全國委員會、中共中蘇友好協會,郭則沉,1906/01/18,1906民國前5年,軍事委員會委員長侍從室/系列一//,129000001256A129-010000-1256,郭思演，白兆琮，張成蓮，賀衷寒，王捷三，侯佩蒼，石雨琴，王友直，劉志弘，賈文郁，袁守謙，蔣中正，楊虎城，陳誠,,129000001256A129-010000-1256,文件,
中國民主同盟; 民主同盟,鄭南宣,129-010000-3520,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列一 / /,鄭南宣,,1901/07/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000003520A,129-010000-3520,129000003520A,鄭南宣（男，湖北黃安）學歷：南通大學、武昌中華大學、中央訓練團黨政班經歷：國民革命軍獨立第八師政治訓練部、漢口市立第一職業學校、軍事委員會政治部、湖北黃安縣政府、上海大豐紗廠、漢口市立職業學校、國防研究院、湖北省臨時參議會、湖北省政府、湖北省縣長考試典試委員、高等考試初試試務處恩施辦事處、湖北第一紗廠、湖北省商會聯合會,鄭南宣,1901/07/00,1901民國前10年,軍事委員會委員長侍從室/系列一//,129000003520A129-010000-3520,劉春榮，劉文島，陳誠，張國恩，吳國楨，張治中，蔣中正，王東原，朱仙舫，王原一，楊錦昱，湯之鎮，高事恒，王洽民，錢雲階，黃維，宋邦榮，陳儀,重慶,129000003520A129-010000-3520,文件,三民主義青年團，中國紡織學會，中國民主同盟
中國民主同盟; 民主同盟; 張瀾; 沈鈞儒; 羅隆基; 章伯鈞; 政治協商會議,張瀾,129-020000-2819,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列二 / /,張瀾,,1877/00/00,1955/02/09,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000007819A,129-020000-2819,129000007819A,張瀾（男，表方，四川南充）學歷：日本宏文師範、廪生經歷：四川川北道道尹、四川省民政長、四川省議會、成都大學、國民大會、國民參政會川康建設期成會閬中辦事處、川康經濟建設委員會、中國民主同盟中執會常委會、中國民主同盟總部財務委員會、中央人民政府委員會、川漢鐵路股東大會、中國民主同盟中央委員會、川北宣慰使、四川安撫委員會、南充中小學、中國人民政治協商會議全國委員會、四川諮議局、四川省政府、四川慈幼會、四川速成軍官學校、川漢鐵路委員會、中國民主同盟中央政治局、中央選舉委員會、憲法起草委員會、中蘇友好協會總會、全國人民代表大會常務委員會、四川保路同志會,張瀾,1877/00/00 ~ 1955/02/09,1877民國前34年,軍事委員會委員長侍從室/系列二//,129000007819A129-020000-2819,張岳軍，趙爾豐，羅綸，毛澤東，蔣介石，劉和成，劉湘，周恩來，董必武，張君勱，沈鈞儒，章伯鈞，曹四勿，黃季陸，李璜，陳啓天，葉青，吳君毅，魏時珍，張季民，羅隆基，馬歇爾，何應欽，袁世凱，鍾體道，劉存厚，段祺瑞，梁啓超，熊克武，楊虎，朱德，劉少奇，李濟深，宋慶齡，劉文輝，鄧錫侯，許崇智，李烈鈞，梅蘭芳，李維漢，陳叔通，黃炎培，彭澤民，柳亞子，胡適之，王揖唐，王克敏，徐中齊，李公樸，聞一多，李柏生，張申甫，張伯鈞，吳鐵城，陳立夫，熊錦帆，劉甫澄，劉伯誠，鄧初民，史良,北平，黑龍江，重慶，上海，南京，香港，北京，美國，雲南,129000007819A129-020000-2819,文件,亞洲及太平洋區域和平會議，辛亥革命武昌起義
中國民主同盟; 民主同盟,許德珩,129-030000-1276,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,許德珩,,1896/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000011276A,129-030000-1276,129000011276A,許德珩（男，楚生，江西九江）學歷：北京大學、法國巴黎大學、英國倫敦大學經歷：廣東中山大學、武漢大學、軍委會、國民參政會、中央訓練團黨政高級班、江西教育廳、暨南大學、北京大學、國民參政會經濟建設策進會、教育部教育研究委員會、國民大會、法制委員會、九三學社、政協、政務院、中國民主同盟、中蘇友好協會、中國人民保衛世界和平反對美國侵略委員會、中國政治法律學會、中央人民政府中央法制委員會、中華人民共和國選舉法起草委員會,許德珩,1896/00/00,1896民國前15年,軍事委員會委員長侍從室/系列三//,129000011276A129-030000-1276,段錫朋，周炳琳，傅斯年，陳公博，鄧演達，熊式輝，汪精衛，毛澤東,漢口，重慶，昆明，成都，廣州，上海,129000011276A129-030000-1276,文件,五四運動
中國民主同盟; 民主同盟,黃炎培,129-030000-1283,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,黃炎培,,1879/00/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000011283A,129-030000-1283,129000011283A,黃炎培（男，任之，江蘇川沙）學歷：上海南洋公學、留日經歷：江蘇省教育會、中華職業教育社、江蘇省議會、國民參政會川康建設期成會、戰時公債勸募委員會、憲政促進會、人才調劑協會、中國社會服務事業協會、國民參政會經濟動員策進會、軍委會政治部、國民參政會經濟建設策進會、憲政實施協進會、中國教育學會、中華教育文化基金董事會、歷屆參政員聯誼會、中華工商專科學校、政務院、輕工業部、政協、中國民主同盟、憲法起草委員會、中國人民保衛世界和平反對美國侵略委員會、中國文字改革協會、中蘇友好協會、中國民主建國會,黃炎培,1879/00/00,1879民國前32年,軍事委員會委員長侍從室/系列三//,129000011283A129-030000-1283,袁世凱，顧冰珪，張伯初，史量才，郭秉文，馬相伯，柳翼謀，胡敦復，毛澤東，楊斯盛，章乃器,宜賓，延安,129000011283A129-030000-1283,文件,
中國民主同盟; 民主同盟; 民盟; 張瀾; 羅隆基; 政治協商會議,羅隆基,129-030000-1310,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,羅隆基,,1896/00/00,1965/12/07,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,,129000011310A,129-030000-1310,129000011310A,羅隆基（男，努生，江西安福）學歷：美國哥倫比亞大學、美國威斯康辛大學、清華大學、中央人民革命大學政治研究院經歷：暨南大學、上海公學、光華大學、南開大學、益世報、北平晨報、國民參政會、民主報社、民盟總部宣傳委員會、出席亞洲及太平洋區域和平會議、政務院、中國人民保衛世界和平反對美國侵略委員會、中國民主同盟中央政治局、中蘇友好協會、出席各國會議聯盟、農林部、政治協商會議、中國人民外交學會、抗美援朝總會,羅隆基,1896/00/00 ~ 1965/12/07,1896民國前15年,軍事委員會委員長侍從室/系列三//,129000011310A129-030000-1310,張瀾，章乃器，胡適，潘光旦，張君勱,南京，重慶，天津,129000011310A129-030000-1310,文件,
中國民主同盟; 民主同盟; 章伯鈞,郭翹然,129-030000-2342,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,郭翹然,,1902/10/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000012342A,129-030000-2342,129000012342A,郭翹然（男，文恩，廣東梅縣）學歷：廣東省立梅州中學、廣州法政專門學校、中央訓練團、廬山暑期訓練團經歷：梅縣第四區黨部、梅縣金盤培基學校、欽縣田畝陳報處、欽縣縣政府、獨立第一師政訓處、廣州實踐中學、第一集團軍兵站總監部、第一五八師政訓處、第一五八師政治部、第十二集團軍政治特派員室、第七戰區政治部、財政部火柴專賣公司廣東分公司、中國民主同盟廣東省支部臨時工作委員會、廣州市人民政府、中國農工民主黨中央委員會、廣州市抗美援朝分會、政協全委會、廣州市人民委員會、中國農工民主黨廣州市臨時工作委員會、中國人民救濟總會廣州市分會監察委員會、廣州市人民協商委員會、廣州市人民監察委員會、廣東省及廣州市各界慰問九龍東頭村災民慰問團、中國民主同盟中央委員會、廣州市各界人民代表會議協商委員會、中國民主同盟廣州市支部,郭翹然,1902/10/00,1902民國前9年,軍事委員會委員長侍從室/系列三//,129000012342A129-030000-2342,丘公哲，陳方綏，李伯鳴，鄧世棟，郭香石，黃嵩南，溫克威，黃麟書，李潔之，李煦寰，鍾平，章伯鈞,廣東曲江，北平,129000012342A129-030000-2342,文件,
中國民主同盟; 民主同盟; 政治協商會議,林仲易,129-030000-4269,129,軍事委員會委員長侍從室,軍事委員會委員長侍從室/ 系列三 / /,林仲易,,1894/07/00,0000/00/00,普通,普通,無隱私,數位檔／臺北閱覽室,數位檔／臺北閱覽室,已數位化,內含個人隱私,129000014269A,129-030000-4269,129000014269A,林仲易（男，秉奇，福建長樂）學歷：私立福建法政專門學校、日本早稻田大學經歷：參議會秘書廳、大理院、北京晨報社、北平民言日報社、北平晨報社、北平平民大學、北平民國學院、北平燕京大學、福建省縣長考試典試委員、中國人民政治協商會議、中央政治法律委員會、中國民主同盟、私立福建學院、福建省臨時參議會、律師、政務院,林仲易,1894/07/00,1894民國前17年,軍事委員會委員長侍從室/系列三//,129000014269A129-030000-4269,陳肇英，陳博生，詹辱生,福建閩清，福州,129000014269A129-030000-4269,文件,
